number;name;address;email;phone;latitude;longitude
333;Europris Støren;Moøya 32, 7290, Støren;ep333@europris.no;91884362;63.04166000;10.28826000
368;Europris Sunndalsøra;Sunndalsvegen 3, 6600, Sunndalsøra;ep368@europris.no;48091883;62.67364000;8.56382000
465;Europris Surnadal;Ørav. 4, 6650, Surnadal;ep465@europris.no;71661310;62.97002000;8.71288000
297;Europris Svinesundparken;Svinesundparken 6B, 1789, Berg I Østfold;ep297@europris.no;69179000;59.12880000;11.27364000
419;Europris Svolvær;Avisgata 11, 8300, Svolvær;ep419@europris.no;76070020;68.23618000;14.56416000
330;Europris Sykkylven;Vikøyra Industriområde 2, 6230, Sykkylven;ep330@europris.no;48195828;62.38001000;6.57343000
640;Europris Søgne;Gamle Høgskolevei 18, 4640, Søgne;ep640@europris.no;91332030;58.09773000;7.81223000
610;Europris Sørkjosen;Industrivegen 4, 9152, Sørkjosen;ep610@europris.no;77764708;69.78637000;20.95096000
283;Europris Sørlandsparken Pluss;Skibåsen 43, 4636, Kristiansand S;ep283@europris.no;38045188;58.17940000;8.12644000
253;Europris Sørumsand;Noractorgården, 1920, Sørumsand;ep253@europris.no;63825640;59.98665000;11.24252000
496;Europris Tasta;Tastatunet 1 - 3, 4027, Stavanger;ep496@europris.no;47508689;58.98400000;5.69108000
607;Europris Tau;Fiskåvegen 2, Etg 01, 4120, Tau;ep607@europris.no;46955554;59.06513000;5.92179000
307;Europris Tiller Pluss;Ivar Lykkesvei 5, 7075, Tiller;ep307@europris.no;72885700;63.35679000;10.37350000
633;Europris Triaden;Gamleveien 88, 1461, Lørenskog;ep633@europris.no;47650093;59.91861000;10.95353000
459;Europris Tromsdalen;Solstrandveien 47,Amfi Pyramiden, 9020, Tromsdalen;ep459@europris.no;97572757;69.63996000;18.97086000
273;Europris Trysil;Mosanden, 2420, Trysil;ep273@europris.no;90868674;61.29977000;12.26551000
291;Europris Tvedestrand;Fjærkleivene 53, 4900, Tvedestrand;ep291@europris.no;37160480;58.62440000;8.92330000
649;Europris Tveita City;Tvetenveien 150, 0671, Oslo;ep649@europris.no;46885050;59.91384000;10.84189000
599;Europris Tynset;Tomtegata 4, 2500, Tynset;ep599@europris.no;62482060;62.27695000;10.78023000
499;Europris Ulsteinvik;Nesvegen 3, 6065, Ulsteinvik;ep499@europris.no;70010940;62.33976000;5.85497000
274;Europris Vadsø;Kong Haakonsgate 2, 9800, Vadsø;ep274@europris.no;78953050;70.07999000;29.71737000
347;Europris Vatne;Eidsvikeidet Næringspark, 6265, Vatne;ep347@europris.no;41505916;62.54451000;6.59145000
301;Europris Vennesla;Sentrumsvegen 63, 4700, Vennesla;ep301@europris.no;38158800;58.27173000;7.96945000
310;Europris Verdal;Jernbanegata 11, 7650, Verdal;ep310@europris.no;74070407;63.79444000;11.48063000
227;Europris Vestby;Vestbyveien 29, 1540, Vestby;ep227@europris.no;64951690;59.60766000;10.74308000
271;Europris Vestkanten;Lyderhornsvei 353, 5171, Loddefjord;ep271@europris.no;55266822;60.36311000;5.23496000
596;Europris Vestnes;Sjøgata 40, 6390, Vestnes;ep596@europris.no;48087276;62.62140000;7.09363000
226;Europris Vikersund;Vikersundgata 34, 3370, Vikersund;ep226@europris.no;32783744;59.96525000;9.99348000
490;Europris Vinstra;Vinstragata101, 2640, Vinstra;ep490@europris.no;95936570;61.59332000;9.72765000
422;Europris Vinterbro;Sjøskogenveien 1 B, 1407, Vinterbro;ep422@europris.no;46943840;59.73886000;10.76585000
417;Europris Volda;Torvbanken 1, 6100, Volda;ep417@europris.no;97569354;62.14049000;6.09105000
236;Europris Vollebekk;Brobekkveien 52, 0598, Oslo;ep236@europris.no;22656633;59.93647000;10.82697000
482;Europris Vormsund;Kjølstadveien 1, 2160, Vormsund;ep482@europris.no;91691997;60.15059000;11.40877000
603;Europris Voss;Brynamoen 8, 5705, Voss;ep603@europris.no;56510980;60.62790000;6.42603000
613;Europris Vågsbygd;Lumberveien 5 - 7, 4621, Kristiansand S;ep613@europris.no;38087122;58.12493000;7.96338000
618;Europris Xhibition City;Småstrandgaten 3, 5014, Bergen;ep618@europris.no;48119666;60.39298000;5.32626000
475;Europris Ågotnes;Skjærgardsvegen 1368, 5363, Ågotnes;ep475@europris.no;91725888;60.40344000;5.00186000
332;Europris Ålesund Pluss;Høgvollvegen  8 Breivikgården, 6018, Ålesund;ep332@europris.no;90761857;62.47067000;6.35431000
574;Europris Ålgård;Rettedalen 51, 4330, Ålgård;ep574@europris.no;51613070;58.76628000;5.86231000
355;Europris Åndalsnes;Troaveien, 6300, Åndalsnes;ep355@europris.no;71226923;62.56119000;7.67855000
643;Europris Åndalsnes;Standgata 111, 6300, Åndalsnes;ep643@europris.no;71226923;62.56119000;7.67855000
493;Europris Årdal;Jens Davidsons Veg 1, 6884, Øvre Årdal;ep493@europris.no;47750660;61.31012000;7.81507000
231;Europris Årnes;Nedre Hagavei 17, 2151, Årnes;ep231@europris.no;63902794;60.11865000;11.46198000
272;Europris Ås;Rådhusplassen 3, 1430, Ås;ep272@europris.no;64961999;59.66468000;10.79082000
286;Europris Åsane Pluss;Liamyrane 8, 5132, Nyborg;ep286@europris.no;55180885;60.46910000;5.33926000
573;Europris Åsen;Auglendsmyrå 2, 4017, Stavanger;ep573@europris.no;51881790;58.94323000;5.72884000
225;Europris Åssiden Pluss;Ingeniør Rybergsgt 101, 3027, Drammen;ep225@europris.no;32890860;59.75335000;10.13038000
585;Europris Øksnevad;Plogfabrikkvegen 2, 4353, Klepp Stasjon;ep585@europris.no;48181355;58.78550000;5.70552000
312;Europris Ølensvåg;Bjoavegen 10, 5582, Ølensvåg;ep312@europris.no;97430151;59.60504000;5.75061000
326;Europris Ørebekk;Mosseveien 109, 1624, Gressvik;ep326@europris.no;90654892;59.23222000;10.90533000
492;Europris Ørnes;Lillehaugen 10, 8150, Ørnes;ep492@europris.no;90108876;66.85659000;13.72455000
498;Europris Ørsta;Vikeøyrane 4, 6150, Ørsta;ep498@europris.no;41488767;62.20250000;6.11815000
